,0
0,0.0
1,0.0
2,0.0010000000474974513
3,0.003000000026077032
4,0.9800000190734863
5,0.0
6,0.006000000052154064
7,0.0010000000474974513
8,0.0010000000474974513
9,0.010999999940395355
10,0.0020000000949949026
11,0.3009999990463257
12,0.0020000000949949026
13,0.0020000000949949026
14,0.0010000000474974513
15,0.0010000000474974513
16,0.007000000216066837
17,0.0010000000474974513
18,0.3050000071525574
19,0.013000000268220901
20,0.003000000026077032
21,0.0
22,0.0
23,0.4690000116825104
24,0.9459999799728394
25,0.0010000000474974513
26,0.039000000804662704
27,0.0
28,0.0010000000474974513
29,0.0010000000474974513
30,0.0
31,0.0
32,0.06300000101327896
33,0.0
34,0.0989999994635582
35,0.0010000000474974513
36,0.23399999737739563
37,0.0
38,0.0010000000474974513
39,0.0
40,0.0020000000949949026
41,0.0010000000474974513
42,0.028999999165534973
43,0.026000000536441803
44,0.014999999664723873
45,0.0010000000474974513
46,0.003000000026077032
47,0.0
48,0.0010000000474974513
49,0.0
50,0.0
51,0.0
52,0.2529999911785126
53,0.04600000008940697
54,0.052000001072883606
55,0.9940000176429749
56,0.3149999976158142
57,0.10499999672174454
58,0.0
59,0.0020000000949949026
60,0.0020000000949949026
61,0.0
62,0.0010000000474974513
63,0.0
64,0.0
65,0.019999999552965164
66,0.5519999861717224
67,0.12700000405311584
68,0.0010000000474974513
69,0.0
70,0.2240000069141388
71,0.0010000000474974513
72,0.0
73,0.05000000074505806
74,0.12700000405311584
75,0.0
76,0.0
77,0.0020000000949949026
78,0.0010000000474974513
79,0.0010000000474974513
80,0.0010000000474974513
81,0.0
82,0.004000000189989805
83,0.0010000000474974513
84,0.032999999821186066
85,0.0
86,0.0
87,0.03999999910593033
88,0.22100000083446503
89,0.04100000113248825
90,0.9919999837875366
91,0.0010000000474974513
92,0.0010000000474974513
93,0.0010000000474974513
94,0.01899999938905239
95,0.0010000000474974513
96,0.0010000000474974513
97,0.0
98,0.0
99,0.0010000000474974513
100,0.0010000000474974513
101,0.0
102,0.07400000095367432
103,0.01899999938905239
104,0.0020000000949949026
105,0.0
106,0.0
107,0.0
108,0.004000000189989805
109,0.0010000000474974513
110,0.0
111,0.0010000000474974513
112,0.0
113,0.47200000286102295
114,0.0010000000474974513
115,0.03200000151991844
116,0.0020000000949949026
117,0.004000000189989805
118,0.0010000000474974513
119,0.010999999940395355
120,0.01600000075995922
121,0.0020000000949949026
122,0.8140000104904175
123,0.019999999552965164
124,0.02199999988079071
125,0.0020000000949949026
126,0.003000000026077032
127,0.0010000000474974513
128,0.01600000075995922
129,0.22200000286102295
130,0.0
131,0.0
132,0.0
133,0.0020000000949949026
134,0.004999999888241291
135,0.40700000524520874
136,0.13600000739097595
137,0.0020000000949949026
138,0.0
139,0.24699999392032623
140,0.0
141,0.0010000000474974513
142,0.004999999888241291
143,0.14900000393390656
144,0.04500000178813934
145,0.008999999612569809
146,0.0010000000474974513
147,0.0010000000474974513
148,0.003000000026077032
149,0.0010000000474974513
150,0.0010000000474974513
151,0.0010000000474974513
152,0.004999999888241291
153,0.014999999664723873
154,0.4309999942779541
155,0.0
156,0.0
157,0.0010000000474974513
158,0.0
159,0.0020000000949949026
160,0.0010000000474974513
161,0.0010000000474974513
162,0.008999999612569809
163,0.006000000052154064
164,0.0010000000474974513
165,0.003000000026077032
166,0.0020000000949949026
167,0.0
168,0.006000000052154064
169,0.0020000000949949026
170,0.14399999380111694
171,0.0010000000474974513
172,0.6570000052452087
173,0.0
174,0.006000000052154064
175,0.0
176,0.07100000232458115
177,0.36800000071525574
178,0.0010000000474974513
179,0.0020000000949949026
180,0.0
181,0.0010000000474974513
182,0.7229999899864197
183,0.8579999804496765
184,0.0010000000474974513
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0020000000949949026
190,0.48500001430511475
191,0.0010000000474974513
192,0.04399999976158142
193,0.0
194,0.7570000290870667
195,0.21799999475479126
196,0.10000000149011612
197,0.06300000101327896
198,0.0010000000474974513
199,0.028999999165534973
200,0.054999999701976776
201,0.0010000000474974513
202,0.0
203,0.0010000000474974513
204,0.0
205,0.08900000154972076
206,0.00800000037997961
207,0.0
208,0.007000000216066837
209,0.6779999732971191
210,0.20800000429153442
211,0.004000000189989805
212,0.0
213,0.0
214,0.0
215,0.01600000075995922
216,0.5619999766349792
217,0.0020000000949949026
218,0.0
219,0.0010000000474974513
220,0.0010000000474974513
221,0.0
222,0.6000000238418579
223,0.0010000000474974513
224,0.0010000000474974513
225,0.9739999771118164
226,0.0
227,0.0010000000474974513
228,0.9670000076293945
229,0.0
230,0.003000000026077032
231,0.0010000000474974513
232,0.0
233,0.0
234,0.004000000189989805
235,0.0010000000474974513
236,0.0
237,0.004999999888241291
238,0.004000000189989805
239,0.0
240,0.0020000000949949026
241,0.0010000000474974513
242,0.0
243,0.0
244,0.0
245,0.0
246,0.04699999839067459
247,0.07000000029802322
248,0.014000000432133675
249,0.7739999890327454
250,0.0
251,0.4860000014305115
252,0.0
253,0.0
254,0.10499999672174454
255,0.0010000000474974513
256,0.01899999938905239
257,0.164000004529953
258,0.00800000037997961
259,0.061000000685453415
260,0.0010000000474974513
261,0.0
262,0.03400000184774399
263,0.0
264,0.0
265,0.0
266,0.0
267,0.003000000026077032
268,0.03999999910593033
269,0.22200000286102295
270,0.0
271,0.007000000216066837
272,0.328000009059906
273,0.2930000126361847
274,0.08100000023841858
275,0.0
276,0.0
277,0.0
278,0.0
279,0.2770000100135803
280,0.0
281,0.0
282,0.0010000000474974513
283,0.06499999761581421
284,0.0
285,0.052000001072883606
286,0.8370000123977661
287,0.0010000000474974513
288,0.0010000000474974513
289,0.008999999612569809
290,0.014999999664723873
291,0.004000000189989805
292,0.019999999552965164
293,0.0010000000474974513
294,0.0010000000474974513
295,0.014000000432133675
296,0.0010000000474974513
297,0.0010000000474974513
298,0.013000000268220901
299,0.0010000000474974513
300,0.004000000189989805
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0020000000949949026
306,0.29600000381469727
307,0.0
308,0.12600000202655792
309,0.13199999928474426
310,0.007000000216066837
311,0.6869999766349792
312,0.0
313,0.0020000000949949026
314,0.0010000000474974513
315,0.0
316,0.0
317,0.0
318,0.0010000000474974513
319,0.0
320,0.0010000000474974513
321,0.003000000026077032
322,0.0
323,0.01899999938905239
324,0.9900000095367432
325,0.0
326,0.0
327,0.014999999664723873
328,0.0
329,0.0
330,0.0560000017285347
331,0.5989999771118164
332,0.6029999852180481
333,0.0
334,0.0
335,0.4259999990463257
336,0.0
337,0.3619999885559082
338,0.052000001072883606
339,0.0
340,0.0
341,0.0010000000474974513
342,0.06400000303983688
343,0.0
344,0.0
345,0.004000000189989805
346,0.0689999982714653
347,0.0010000000474974513
348,0.9800000190734863
349,0.010999999940395355
350,0.0
351,0.0010000000474974513
352,0.0
